Model,Data Representation,Test Fold,Epoch,Learning Rate,Training Loss,Validation Loss,Validation Accuracy
ResNet50,Cochleagram,9,6,5e-05,2.03946419787826e-05,0.0007860057521611452,0.8088235294117647
ResNet50,Cochleagram,9,7,5e-05,1.578237788635306e-05,0.0010595476487651467,0.7524509803921569
ResNet50,Cochleagram,9,8,5e-05,1.4038100744073745e-05,0.000886747962795198,0.8174019607843137
ResNet50,Cochleagram,9,9,5e-05,1.114331007556757e-05,0.0009285648702643812,0.7892156862745098
ResNet50,Cochleagram,9,10,5e-05,1.2150742804806214e-05,0.0008809720166027546,0.8308823529411765
ResNet50,Cochleagram,9,11,5e-05,9.915113878378179e-06,0.0008824309916235507,0.8333333333333334
ResNet50,Cochleagram,9,12,5e-05,8.619575964985415e-06,0.0008795942994765937,0.821078431372549
ResNet50,Cochleagram,9,13,5e-05,8.316856110468507e-06,0.0010126809356734157,0.8284313725490197
ResNet50,Cochleagram,9,14,5e-05,9.09496611711802e-06,0.0009147770470008254,0.8223039215686274
ResNet50,Cochleagram,9,15,5e-05,7.716418622294441e-06,0.0010961820371448994,0.8272058823529411
ResNet50,Cochleagram,9,16,5e-05,6.4844516600715e-06,0.0010067825205624104,0.8259803921568627
ResNet50,Cochleagram,9,17,5e-05,6.806931196479127e-06,0.0009895764524117112,0.8333333333333334
ResNet50,Cochleagram,9,18,5e-05,6.990186193434056e-06,0.0011430747108533978,0.8149509803921569
ResNet50,Cochleagram,9,19,5e-05,7.539243142673513e-06,0.0010201549157500267,0.8149509803921569
ResNet50,Cochleagram,9,20,5e-05,6.200984898896422e-06,0.0007777170394547284,0.8382352941176471
ResNet50,Cochleagram,10,1,5e-05,0.00016787226195447147,0.0009098293376155198,0.7526881720430108
ResNet50,Cochleagram,10,2,5e-05,6.591493001906201e-05,0.0006784506840631366,0.7945041816009558
ResNet50,Cochleagram,10,3,5e-05,4.252401413396001e-05,0.00067261973163113,0.8267622461170848
ResNet50,Cochleagram,10,4,5e-05,3.03580382023938e-05,0.000744392687920481,0.8207885304659498
ResNet50,Cochleagram,10,5,5e-05,2.2048699975130148e-05,0.0007440559566020966,0.8303464755077659
ResNet50,Cochleagram,10,6,5e-05,1.7368782209814526e-05,0.0007121231756173074,0.8136200716845878
